16,11,17,17,1,8,16,9,9,0,1,17,8,16,6,4,0,17,17,1,1,8,16,11,16,0,17,1,1,0,16,5,16,0,17,17,17,17,16,
16,11,17,1,1,8,16,10,10,0,1,17,8,16,4,6,0,17,17,1,1,8,16,13,16,0,1,17,1,0,16,3,16,0,17,17,17,17,16,
16,11,1,1,1,8,16,9,9,0,1,17,8,16,6,4,0,17,17,1,1,8,16,13,16,0,17,17,17,0,16,5,16,0,17,17,17,17,16,
16,11,17,17,1,8,16,10,10,0,1,17,8,16,4,6,0,17,17,1,1,8,16,11,16,0,17,17,17,0,16,5,16,0,17,17,17,17,16,
16,11,1,1,1,8,14,13,3,0,1,17,8,14,15,15,0,1,1,1,1,8,16,11,16,0,17,1,17,0,16,3,16,0,17,17,17,17,16,
16,11,1,1,17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,1,17,17,17,17,17,17,17,17,1,17,17,17,16,
16,11,1,1,17,17,1,17,17,17,17,17,1,17,17,17,17,17,1,17,17,1,17,17,17,1,1,1,1,17,17,17,17,17,1,17,17,17,16,
16,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,1,1,1,17,17,1,1,1,17,17,13,16,
16,11,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,
16,3,5,5,5,5,5,5,5,5,5,3,3,3,5,3,3,5,3,13,13,3,5,5,3,3,5,3,3,3,5,3,3,5,3,3,3,3,16,
14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,

layer 1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,
2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,
2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,

